"Total Annual Income","Total Loan Credit","Income Source","External Credit Score","Age"
157500,157500,"Working",0.622581283333333,36.6684931506849
135000,543037.5,"Working",0.542369777333333,38.1150684931507
180000,383787,"Working",0.794340568333333,43.2849315068493
144000,224028,"State servant",0.541902385,28.0876712328767
157500,517923,"Commercial associate",0.471571712666667,43.9698630136986
202500,135000,"Working",0.255573071666667,30.5835616438356
270000,393543,"Working",0.547932133333333,52.4958904109589
216000,9e+05,"Commercial associate",0.451982807666667,29.6821917808219
135000,130320,"Working",0.252231576666667,26.9095890410959
225000,594121.5,"Commercial associate",0.657954780666667,54.5945205479452
270000,420588,"Working",0.663062571333333,32.3534246575342
225000,672453,"Working",0.532092453333333,42.2684931506849
234000,135000,"Commercial associate",0.506117951666667,57.8328767123288
225000,1528200,"Working",0.680542488,36.2
742500,965340,"State servant",0.541992599333333,32.7945205479452
202500,979146,"Working",0.573327392,35.9123287671233
382500,814239,"Commercial associate",0.456586629333333,46.3890410958904
270000,325282.5,"Commercial associate",0.430128878333333,30.2575342465753
270000,626877,"Commercial associate",0.518462736666667,49.227397260274
117000,906660,"State servant",0.44858914,61.0520547945206
270000,224149.5,"Working",0.697158637,32.2712328767123
225000,729792,"Working",0.456884474333333,34.2630136986301
225000,272520,"Working",0.425526624666667,36.0712328767123
72000,67500,"Working",0.567184512,37.4
360000,1132110,"Commercial associate",0.718179769,49.9808219178082
180000,675000,"Working",0.443023515333333,28.5342465753425
225000,162000,"Commercial associate",0.641892714333333,42.8986301369863
157500,331920,"Commercial associate",0.437367314333333,33.7698630136986
180000,385056,"Working",0.436720133,57.8027397260274
135000,225000,"Working",0.374342299,41.6356164383562
171000,9e+05,"Working",0.427427822,29.9643835616438
225000,848745,"State servant",0.343442202333333,27.8547945205479
225000,144000,"Commercial associate",0.632365852333333,48.0109589041096
225000,1706400,"Commercial associate",0.508573320666667,35.9698630136986
157500,675000,"Commercial associate",0.469506489333333,38.5890410958904
382500,305640,"Working",0.491914943666667,27.2027397260274
157500,1350000,"Working",0.464840775333333,48.6904109589041
135000,609498,"Commercial associate",0.803830293666667,59.9452054794521
112500,675000,"Working",0.480888076333333,45.4739726027397
351000,238500,"Working",0.472568528333333,35.3917808219178
180000,988875,"Working",0.370212364666667,49.586301369863
112500,225000,"Working",0.612064377666667,24.8082191780822
112500,225000,"Working",0.288070158333333,30.0657534246575
225000,1125000,"State servant",0.415376711,57.3506849315068
72900,552555,"Pensioner",0.487711596333333,61.8986301369863
225000,341280,"Working",0.495411935333333,43.4767123287671
405000,1024740,"Working",0.542684568333333,47.8383561643836
225000,675000,"Working",0.581201637333333,48.0219178082192
180000,639000,"Working",0.293261113333333,27.9917808219178
202500,526491,"Working",0.301281242,45.1205479452055
270000,199008,"Working",0.448035228,23.5232876712329
45000,450000,"Pensioner",0.560490380666667,51.4958904109589
360000,1198944,"Working",0.557679796,43.5616438356164
180000,301464,"Working",0.484703587,42.6958904109589
306000,539100,"State servant",0.363494812333333,30.8712328767123
270000,1363050,"Working",0.468652592666667,34.9643835616438
450000,2013840,"Working",0.640099287666667,41.9479452054794
112500,229500,"State servant",0.663937580666667,44.9917808219178
279000,1139908.5,"Working",0.486350837666667,31.2739726027397
153000,536917.5,"Working",0.260523648,36.9260273972603
90000,225000,"Working",0.526226931666667,49.0684931506849
184500,245268,"Working",0.458925683,41.3397260273973
90000,272520,"Working",0.677013170666667,30.2630136986301
135000,207396,"Working",0.632783334,41.8246575342466
945000,285723,"Working",0.665303082666667,39.041095890411
112500,562981.5,"Working",0.457368347333333,26.3753424657534
135000,74628,"Commercial associate",0.537585542333333,39.8164383561644
157500,294048,"Commercial associate",0.436564488666667,44.6739726027397
112500,630000,"Working",0.519883735333333,31.4054794520548
135000,331110,"Working",0.72579964,39.4904109589041
450000,479700,"Commercial associate",0.537022500333333,30.7890410958904
315000,523152,"Working",0.366254020666667,30.0575342465753
135000,99000,"Commercial associate",0.406441858,33.3780821917808
270000,225000,"Working",0.652650002666667,33.8712328767123
135000,675000,"Commercial associate",0.684089382666667,55.358904109589
202500,360000,"Working",0.49577099,49.1780821917808
225000,983160,"Working",0.486595319,35.1315068493151
126000,479713.5,"Working",0.336856926,29.041095890411
225000,9e+05,"Working",0.616019838666667,46.3150684931507
157500,450000,"Working",0.461283449666667,40.958904109589
157500,849415.5,"Working",0.564834615666667,28.2246575342466
495000,447453,"Working",0.655975843666667,52.1972602739726
184500,1620000,"Commercial associate",0.625374384666667,39.5369863013699
112500,334152,"Working",0.535035151333333,36.8356164383562
180000,365359.5,"Working",0.740388562333333,49.7479452054795
180000,254700,"Commercial associate",0.392246112666667,41.2219178082192
247500,104256,"Working",0.540220265,32.227397260274
126000,306306,"Working",0.333303374,31.1890410958904
225000,511249.5,"Working",0.288756701666667,26.7561643835616
180000,369720,"Commercial associate",0.596535081,37.1506849315069
247500,522396,"Working",0.358611718,39.8465753424658
450000,675000,"Working",0.647323899,36.8328767123288
270000,746280,"Working",0.60632081,36.4986301369863
270000,9e+05,"Working",0.580928816,43.1150684931507
346500,509400,"Working",0.451173871666667,27.7260273972603
180000,182448,"Working",0.332602882333333,38.145205479452
315000,1773000,"Commercial associate",0.387929926666667,34.4246575342466
1125000,9e+05,"Commercial associate",0.617152743,42.3041095890411
315000,500490,"Working",0.581901723,48.4958904109589
225000,682875,"Working",0.116931812666667,34.3780821917808
225000,155938.5,"State servant",0.473534000666667,40.4082191780822
90000,225000,"Commercial associate",0.63780394,29.9753424657534
225000,625536,"Working",0.545084047333333,30.2794520547945
103500,315000,"State servant",0.342988221666667,31.5917808219178
270000,630000,"Commercial associate",0.260667749,27.9369863013699
180000,612000,"Working",0.651219382666667,29.1369863013699
135000,522396,"Commercial associate",0.637175003333333,45.1013698630137
261000,1008337.5,"Working",0.477468845333333,40.3123287671233
225000,848745,"Commercial associate",0.268521148,34.8767123287671
180000,512788.5,"Working",0.685873323333333,51.027397260274
121500,157500,"Working",0.283414927333333,31.6630136986301
144000,675000,"Working",0.478030548666667,38.0986301369863
225000,781920,"Working",0.296727721,41.6328767123288
202500,451102.5,"State servant",0.735852440333333,40.1972602739726
112500,149256,"Working",0.472560389333333,41.1123287671233
135000,854896.5,"Pensioner",0.437457929333333,58.6027397260274
157500,572292,"Working",0.639293908333333,45.2958904109589
153000,272520,"Working",0.277344259333333,30.6054794520548
202500,1024740,"Working",0.438618761,37.6767123287671
112500,693301.5,"Working",0.474845802666667,55.9917808219178
315000,114430.5,"Working",0.443303574,53.027397260274
189000,522927,"Working",0.399144646333333,25.1315068493151
157500,104256,"Working",0.415439504,40.2547945205479
67500,193500,"Pensioner",0.526851619666667,50.1835616438356
225000,734431.5,"Working",0.690188142,54.7479452054795
189000,1147257,"Pensioner",0.489376013333333,53.8
135000,522396,"Pensioner",0.418850090333333,57.7945205479452
135000,99504,"Commercial associate",0.518016354333333,42.5479452054795
225000,90000,"Working",0.608950853666667,48.1808219178082
180000,9e+05,"Working",0.538950767666667,33.9342465753425
90000,436360.5,"State servant",0.526698789333333,32.8246575342466
157500,180000,"Working",0.521206436,37.7671232876712
166500,414612,"Working",0.388921581666667,30.4383561643836
157500,543037.5,"Working",0.633740555666667,36.8712328767123
157500,450000,"Working",0.498508780333333,28.027397260274
225000,601470,"State servant",0.384536372333333,39.8493150684931
112500,517500,"Commercial associate",0.62477365,49.2465753424658
315000,604107,"Commercial associate",0.671945934666667,50.0301369863014
135000,558706.5,"Commercial associate",0.587341766666667,37.1287671232877
157500,675000,"Working",0.601199291666667,33.6712328767123
180000,247500,"Working",0.405502279,24.2876712328767
121500,346500,"Working",0.403044292,32.1780821917808
540000,1887975,"Working",0.581847117,39.1643835616438
292500,468000,"Working",0.468891692333333,31.358904109589
405000,509400,"Commercial associate",0.616252770666667,53.4575342465753
135000,124380,"Working",0.581363762333333,37.5342465753425
292500,817560,"State servant",0.637763766333333,46.4602739726027
315000,450000,"Commercial associate",0.522668890333333,31.6767123287671
207000,450000,"Working",0.425884383333333,54.3561643835616
112500,265536,"State servant",0.474406919666667,32.2986301369863
180000,225000,"Working",0.591482951666667,37.041095890411
135000,225000,"Working",0.426122433,44.1561643835616
180000,112500,"Working",0.358673001,23.2054794520548
135000,582804,"Commercial associate",0.636887327333333,39.5945205479452
675000,1096020,"Working",0.405785854333333,48.4876712328767
225000,9e+05,"Commercial associate",0.700647049,36.7671232876712
225000,630000,"Commercial associate",0.684175453333333,54.2493150684932
270000,781920,"Working",0.546853710333333,32.6301369863014
225000,260640,"Pensioner",0.448396186666667,62.1041095890411
225000,2085120,"Commercial associate",0.488636948333333,31.9150684931507
450000,1800000,"Working",0.648767764,31.5342465753425
225000,738108,"Commercial associate",0.715625888333333,31.6794520547945
225000,180000,"Commercial associate",0.467258468666667,27.6082191780822
90000,2000061,"Commercial associate",0.616388423333333,45.958904109589
207000,450000,"Working",0.773228685,49.5753424657534
211500,813384,"Working",0.470983660333333,34.3506849315068
247500,104256,"Working",0.609332980666667,37.6767123287671
675000,450000,"Commercial associate",0.370610329,41.1917808219178
90000,306306,"Working",0.69468608,47.8821917808219
450000,1214100,"Commercial associate",0.647035894666667,41.3753424657534
135000,276277.5,"Working",0.514484817666667,34.986301369863
270000,790830,"Working",0.474632978,33.9232876712329
247500,9e+05,"State servant",0.520852147333333,47.7068493150685
225000,225000,"Working",0.339859205333333,34.3315068493151
81000,389844,"Commercial associate",0.312040720333333,37.3123287671233
315000,855000,"Working",0.254545036,34.3452054794521
220500,350415,"Working",0.581960414,63.5369863013699
540000,1024740,"Commercial associate",0.574619908,40.0739726027397
202500,469147.5,"Working",0.543000525333333,53.641095890411
270000,81000,"Working",0.648519573333333,35.5698630136986
157500,592200,"Working",0.560885449333333,34.6
315000,543037.5,"Working",0.580251538666667,44.5808219178082
135000,702450,"Pensioner",0.512193960333333,61.2246575342466
166500,522396,"Working",0.341221213333333,36.9068493150685
450000,525735,"Commercial associate",0.552590353,36.4219178082192
90000,148500,"Working",0.568107049666667,41.7506849315068
180000,1347750,"State servant",0.330139791,38.413698630137
405000,537471,"State servant",0.420606591333333,41.5808219178082
121500,45000,"State servant",0.661381661,34.7287671232877
202500,290358,"Working",0.267162511333333,35.2986301369863
270000,540000,"Working",0.32024152,30.8986301369863
202500,945000,"Commercial associate",0.5439438,45.2821917808219
207000,1350000,"Commercial associate",0.606743283333333,43.4684931506849
180000,135000,"Commercial associate",0.494949479333333,29.4246575342466
360000,1024740,"Working",0.492432218,40.5178082191781
180000,365719.5,"Commercial associate",0.537917806333333,46.0547945205479
99000,272520,"Working",0.527058644,52.5671232876712
171000,360000,"State servant",0.551335194666667,36.4328767123288
67500,364428,"Working",0.404491145666667,56.1753424657534
360000,337500,"Working",0.656701845333333,33.2191780821918
351000,573408,"Commercial associate",0.141827468666667,41.572602739726
315000,1107900,"Working",0.448818179333333,30.5835616438356
225000,1350000,"Commercial associate",0.709605531333333,41.2383561643836
135000,315000,"Working",0.366119117333333,33.386301369863
180000,180000,"Working",0.259026279,24.4082191780822
540000,2156400,"Working",0.623526571333333,50.2739726027397
360000,494550,"Commercial associate",0.591983683333333,49.1315068493151
270000,104256,"Working",0.393060021666667,24.9506849315068
270000,675000,"Pensioner",0.590720914333333,63.7671232876712
121500,1572750,"Working",0.412952249,37.0164383561644
135000,526491,"Working",0.439510631,37.3397260273973
202500,378180,"Working",0.271904517333333,27.6301369863014
90000,454500,"Pensioner",0.652792972,55.9041095890411
81000,135000,"Working",0.468989862,36.7260273972603
495000,225000,"Commercial associate",0.273189074333333,39.5479452054795
108000,319500,"Working",0.423193172,32.7643835616438
427500,1800000,"Commercial associate",0.501597508,36.8191780821918
99000,180000,"Working",0.607320133666667,33.7917808219178
247500,729792,"State servant",0.379596781333333,54.9315068493151
157500,269982,"Working",0.138018201666667,34.6821917808219
495000,2013840,"Working",0.491527712,51.5397260273973
360000,1331595,"Working",0.590649977666667,38.772602739726
202500,156384,"Working",0.563341575,36.586301369863
157500,247500,"Working",0.627741982,52.8712328767123
202500,408330,"State servant",0.498139239666667,38.5972602739726
225000,408330,"Working",0.526469495666667,41.9150684931507
112500,269982,"Pensioner",0.472700373333333,64.6712328767123
315000,1928304,"Commercial associate",0.501371960333333,40.6849315068493
135000,986418,"Pensioner",0.580633243,58.3479452054795
202500,317178,"Commercial associate",0.641821153333333,57.9972602739726
427500,1800000,"Working",0.537203536666667,45.2383561643836
135000,290088,"Working",0.409548077333333,40.013698630137
270000,540000,"Pensioner",0.713376226333333,58.7205479452055
157500,207000,"Working",0.379700684666667,39.627397260274
247500,225000,"State servant",0.369039712666667,27.7643835616438
270000,9e+05,"Commercial associate",0.741049378666667,38.2191780821918
99000,315000,"Working",0.604888007333333,51.8219178082192
270000,1226700,"Working",0.433072569,42.0438356164384
166500,848745,"Working",0.502137668,60.5534246575342
117000,278460,"Working",0.431531818333333,28.7068493150685
144000,296280,"Working",0.357546219333333,29.1534246575342
247500,407520,"Working",0.602436426333333,49.8082191780822
112500,387144,"Commercial associate",0.294720580666667,24.0931506849315
112500,600988.5,"Working",0.269455322666667,30.7150684931507
225000,450000,"Working",0.360353184,30.0493150684932
157500,746280,"Pensioner",0.660346203333333,63.386301369863
180000,104256,"State servant",0.610002513,39.7506849315068
157500,225000,"Commercial associate",0.471526305,28.8
112500,247500,"Working",0.221486038,24.0356164383562
225000,331920,"Commercial associate",0.418021632,44.3643835616438
225000,9e+05,"State servant",0.531747702666667,42.8958904109589
202500,157500,"Working",0.582744255333333,44.4164383561644
360000,1057266,"State servant",0.672335654666667,50.2109589041096
810000,1451047.5,"Commercial associate",0.509457676333333,39.3123287671233
270000,1130548.5,"State servant",0.522739024,25.9095890410959
180000,781920,"Working",0.370825421333333,37.6356164383562
157500,280170,"Commercial associate",0.552911872,26.2876712328767
315000,877500,"Commercial associate",0.706367666,44.5835616438356
427500,714154.5,"Commercial associate",0.625129497666667,39.7178082191781
112500,78192,"Working",0.401401373,23.3205479452055
135603,926383.5,"Commercial associate",0.444698935,43.4712328767123
225000,539100,"Commercial associate",0.485229262666667,38.4164383561644
225000,341280,"Commercial associate",0.584037193333333,31.1534246575342
112500,488970,"Working",0.494994834,49.6849315068493
292500,1096020,"Commercial associate",0.436808405333333,55.3808219178082
225000,1350000,"Working",0.543938021333333,39.6246575342466
328500,418500,"Commercial associate",0.429043342666667,31.3643835616438
180000,45000,"Working",0.472464696666667,44.4767123287671
225000,783927,"Commercial associate",0.321002201,35.6027397260274
315000,710640,"Commercial associate",0.505969063333333,36.3479452054795
157500,450000,"Working",0.384372152666667,27.3369863013699
225000,509400,"Working",0.35313353,28.8849315068493
135000,1350000,"Working",0.637831908666667,43.3205479452055
225000,1350000,"Working",0.526354918333333,32.772602739726
270000,500490,"Working",0.573227672,30.4630136986301
135000,112068,"Working",0.371208043666667,31.0739726027397
180000,450000,"Working",0.574564018666667,48.2027397260274
216000,315000,"Commercial associate",0.472533950333333,46.0684931506849
180000,450000,"Working",0.444689023,27.8849315068493
112500,622413,"Commercial associate",0.366471406,28.813698630137
180000,350860.5,"Working",0.454483141333333,42.4383561643836
76500,334152,"Working",0.546959367333333,47.4438356164384
382500,1089000,"State servant",0.581765824666667,49.2328767123288
112500,1415475,"Working",0.51541757,49.8684931506849
315000,450000,"Working",0.484308716666667,48.0821917808219
112500,863977.5,"Commercial associate",0.593123357,53.7671232876712
126000,163512,"Working",0.495499946333333,50.6657534246575
225000,479700,"Working",0.418391561666667,34.4465753424658
450000,1418868,"Commercial associate",0.71484181,39.4575342465753
360000,790830,"Working",0.44506928,45.4547945205479
225000,225000,"Working",0.595302889333333,35.0684931506849
360000,1647000,"Commercial associate",0.648895349,39.7616438356164
315000,450000,"Working",0.609184523333333,43.2547945205479
405000,746280,"Working",0.257374927,45.4301369863014
225000,509400,"Commercial associate",0.518128578666667,51.6328767123288
247500,675000,"Commercial associate",0.548565699333333,60.8
270000,9e+05,"Working",0.656235808333333,40.7945205479452
405000,1024740,"Commercial associate",0.625414587666667,48.8082191780822
360000,732915,"Commercial associate",0.559613464,40.0164383561644
225000,315000,"Commercial associate",0.581783958,27.2082191780822
108000,451102.5,"Working",0.498736272666667,36.3561643835616
144000,1076287.5,"Working",0.470269717,31.6931506849315
126000,203301,"Working",0.501188895,38.8301369863014
225000,450000,"Commercial associate",0.348577074666667,35.0602739726027
270000,234000,"Commercial associate",0.433372403333333,37.2986301369863
90000,522396,"State servant",0.579207832333333,49.9315068493151
108000,252000,"Working",0.563128020333333,51.9260273972603
270000,270000,"Working",0.369216484,24.372602739726
112500,315000,"Working",0.578600151666667,28.6739726027397
675000,1971072,"Commercial associate",0.389972275,36.6027397260274
675000,1800000,"Commercial associate",0.650720714333333,39.2191780821918
157500,369720,"Working",0.528311095,32.3424657534247
450000,810000,"Working",0.534470158333333,27.1945205479452
391500,675000,"Commercial associate",0.353303368,32.0493150684932
225000,99504,"Commercial associate",0.597265443,49.4602739726027
441000,2013840,"Commercial associate",0.606939981333333,36.5013698630137
225000,225000,"Commercial associate",0.552618482,27.5232876712329
157500,341280,"Working",0.421144945666667,42.9616438356164
135000,135000,"Commercial associate",0.405199767,23.1561643835616
180000,301464,"State servant",0.361810702333333,44.6575342465753
270000,9e+05,"Commercial associate",0.552661543,31.8821917808219
225000,1661418,"Working",0.436775430333333,40.1123287671233
270000,1024740,"State servant",0.592588104,27.4246575342466
180000,495000,"Pensioner",0.495988668666667,59.0328767123288
157500,648000,"Working",0.620158091333333,40.2684931506849
157500,509400,"Working",0.516452794666667,31.4301369863014
225000,9e+05,"Working",0.556590151333333,38.6739726027397
198000,1350000,"State servant",0.600421676,52.9369863013699
202500,9e+05,"Working",0.494274043666667,28.2794520547945
157500,291384,"Working",0.613510904333333,33.027397260274
180000,823500,"Commercial associate",0.595912987333333,51.4821917808219
157500,410476.5,"Working",0.592033261666667,42.7917808219178
225000,1066320,"Commercial associate",0.456577722333333,38.8
90000,118512,"Commercial associate",0.432935997333333,28.4301369863014
225000,1755000,"Working",0.438079630333333,51.0575342465753
157500,585000,"State servant",0.345015394333333,38.5232876712329
382500,1113399,"State servant",0.473002071333333,40.8849315068493
157500,630000,"Commercial associate",0.527822602,37.2904109589041
371250,675000,"Pensioner",0.523853775666667,37.8602739726027
135000,351792,"Working",0.209164232,27.8602739726027
270000,991899,"State servant",0.552097514666667,41.9534246575342
135000,450000,"Working",0.610988433333333,32.5342465753425
180000,430420.5,"Working",0.459953698,53.145205479452
157500,675000,"Working",0.372320109666667,34.7643835616438
270000,247500,"Commercial associate",0.474646733333333,43.9945205479452
202500,2013840,"Commercial associate",0.597103687333333,44.8191780821918
135000,165915,"Working",0.597586843333333,43.413698630137
315000,1726866,"Working",0.475850544333333,39.4931506849315
180000,450000,"Working",0.298783670333333,26.7397260273973
135000,558706.5,"State servant",0.540579423333333,34.8958904109589
427500,1347750,"Working",0.465806780333333,41.5260273972603
270000,9e+05,"Commercial associate",0.715620098333333,39
135000,66091.5,"Working",0.393595142666667,30.3671232876712
243000,497520,"Commercial associate",0.361229364333333,27.8794520547945
252000,539100,"Working",0.475433423666667,49.5780821917808
225000,539100,"Working",0.495048053,35.3698630136986
225000,124380,"Working",0.562152319333333,38.7561643835616
126000,180000,"Working",0.524534898333333,31.7123287671233
225000,9e+05,"Working",0.665614179333333,28.3342465753425
360000,1542645,"Commercial associate",0.519754996,52.6219178082192
270000,983160,"Commercial associate",0.325927896333333,28.9369863013699
112500,229500,"Working",0.554002544666667,41.6904109589041
225000,790830,"Working",0.348624763666667,31.8931506849315
225000,594121.5,"Working",0.434196852,49.3315068493151
144000,1041219,"State servant",0.274272156333333,33.7041095890411
247500,931617,"Commercial associate",0.606010971666667,56.6931506849315
360000,1800000,"Commercial associate",0.615321630666667,45.6219178082192
247500,1768500,"Pensioner",0.557368191333333,37.4356164383562
225000,385749,"Commercial associate",0.31661571,34.227397260274
787500,1800000,"Working",0.726659813333333,44.7616438356164
112500,675000,"Pensioner",0.608352250333333,60.2602739726027
157500,285723,"Commercial associate",0.377560743666667,26.7972602739726
157500,9e+05,"Pensioner",0.567069890333333,44.1041095890411
427500,585000,"Working",0.406977997,22.9972602739726
171000,587884.5,"Working",0.390497108333333,37.4219178082192
148500,9e+05,"Pensioner",0.423173212333333,55.6876712328767
220500,788472,"Working",0.529034671333333,43.3205479452055
315000,746280,"Commercial associate",0.615235173333333,36.1205479452055
450000,375408,"Commercial associate",0.655065703666667,35.7972602739726
180000,285264,"Commercial associate",0.406525223333333,35.4164383561644
157500,485473.5,"Working",0.654946233666667,31.1561643835616
180000,648481.5,"State servant",0.571635910666667,39.3945205479452
270000,1800000,"State servant",0.484435232333333,35.3561643835616
180000,1800000,"Working",0.600105341,61.0383561643836
193500,315000,"Working",0.403116503666667,40.2027397260274
162000,9e+05,"State servant",0.570519261,47.2
360000,525735,"Commercial associate",0.590597802333333,50.1917808219178
225000,781920,"Working",0.495493422,44.8712328767123
360000,544824,"Commercial associate",0.687504614333333,36.7287671232877
202500,1973565,"Commercial associate",0.595248780666667,50.5013698630137
247500,1030680,"Working",0.404513295333333,52.4465753424658
112500,904500,"Commercial associate",0.597833633666667,36.9917808219178
315000,729792,"Working",0.375477870333333,27.2465753424658
216000,983160,"Working",0.568858913,37.8301369863014
405000,450000,"Working",0.691657669,38.7205479452055
207000,539100,"Working",0.609174255666667,37.0383561643836
675000,1415475,"Commercial associate",0.669638751666667,50.6191780821918
315000,225000,"State servant",0.538074848,33.5643835616438
225000,1125000,"Working",0.530418614666667,41.9123287671233
225000,1350000,"Pensioner",0.703982184666667,55.6465753424658
247500,1107900,"Working",0.281565062,43.3150684931507
135000,477000,"Pensioner",0.631574065,55.0438356164384
202500,374166,"Working",0.48860866,52.7890410958904
315000,962995.5,"Commercial associate",0.364974275,34.386301369863
157500,729792,"Commercial associate",0.410251038666667,45.9506849315068
234000,1142892,"State servant",0.463552328333333,50.3205479452055
225000,550489.5,"Commercial associate",0.550111624,39.1342465753425
166500,334152,"Commercial associate",0.302791277,33.6904109589041
337500,247500,"Working",0.467088864333333,31.4219178082192
225000,1125000,"Commercial associate",0.728039449,37.4657534246575
148500,440784,"Working",0.627442215666667,23.2109589041096
130500,495000,"Working",0.493573051,46.2931506849315
360000,674842.5,"Working",0.297984064,35.427397260274
171000,283500,"Commercial associate",0.514317933,33.6630136986301
157500,272520,"Pensioner",0.487317683666667,65.3945205479452
315000,9e+05,"Working",0.391774780333333,35.7561643835616
135000,296505,"Working",0.571832769666667,36.7123287671233
112500,182448,"Commercial associate",0.563390900333333,40.8219178082192
135000,450000,"Commercial associate",0.701807347,39.0630136986301
121500,116955,"Working",0.637230699333333,38.6602739726027
135000,180000,"Working",0.730818399333333,35.2739726027397
252000,9e+05,"Working",0.608234284333333,31.2904109589041
112500,500490,"Working",0.641210919666667,43.2356164383562
202500,422802,"Working",0.596284614333333,51.0027397260274
315000,815733,"Commercial associate",0.766874449333333,48.5397260273973
270000,270000,"Working",0.571053459666667,41.5972602739726
112500,431280,"Commercial associate",0.437792481333333,33.1068493150685
